title,type,year
FACTORS INFLUENCING THE USE OF KNOWLEDGE MANAGEMENT SYSTEMS OF ELECTRICITY AUTHORITY GENERATING OF THAILAND BANGKRUAI.,งานวิจัย,2556
FACTORS INFLUENCING THE PURCHASE OF NOVEL DIGITAL BOOK,งานวิจัย,2556
CASE STUDY IN USING RESOURCE-BASED VIEW ON FIRM CORE COMPETENCIES: TOP EXECUTIVE PERCEPTION,งานวิจัย,2556
THE IMPACT OF HEALTH WEBSITE QUALITY ON TRUST AND INTENTION TO USE: AN EMPIRICAL STUDY IN THE THAI CONTEXT,งานวิจัย,2556
FACTORS AFFECTING THE DECISION TO USE HOME TELECARE OF PATIENTS IN GOVERNMEMT HOSPITALS,งานวิจัย,2556
THE FACTORS THAT AFFECT REPURCHASE INTENTIONS OF CONSUMERS SHOPPING ON THE INTERNET,งานวิจัย,2556
INFLUENCE OF TECHNOLOGY READINESS AND THE QUALITY OF THE SERVICE KIOSK SYSTEM TOWARDS CUSTOMER SATISFACTION AND LOYALTY WITH THE SERVICES OF AIS,งานวิจัย,2556
MANAGEMENT TRAINING SYSTEM (MTS),งานพัฒนา/จัดหาระบบสารสนเทศ,2556
QA BILLING SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2556
OA SPOT SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2556
MOBILE MALL FOR PRE-ORDER BUSINESS SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2556
แผนพัฒนากลยุทธ์ระบบสารสนเทศกลุ่มบริษัท คอมพิวเตอร์ จำกัด,งานแผนกลยุทธ์ดิจิทัล,2556
แผนกลยุทธ์ระบบสารสนเทศ บริษัท ผลิตภัณฑ์วิศวไทย จำกัด,งานแผนกลยุทธ์ดิจิทัล,2556
แผนกลยุทธ์ระบบสารสนเทศ โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,งานแผนกลยุทธ์ดิจิทัล,2556
USING DEMATEL METHOD TO IDENTIFY THE KEY FACTORS OF SERVICE QUALITY IN GOVERNMENT SOFTWARE AS A SERVICE ON CLOUD COMPUTING PROVIDE GOVERNMENT SECTORS IN THAILAND : A CASE STUDY OF SARABAN AS A SERVICE,วิทยานิพนธ์,2557
FACTORS THAT AFFECT INTENTION TO PURCHASE OF CUSTOMER AND THE ROLE OF TRUST AS A MODERATOR IN E-MARKETPLACE,วิทยานิพนธ์,2557
A Study of Agriculturist’s Technology Readiness effecting to Behavioral Intention to Communicate by Social Media: Focusing on Line application,วิทยานิพนธ์,2557
EFFECT OF SOCIAL PRESENCE ON INTENTION TO PURCHASE IN SOCIAL NETWORK ENVIRONMENT,วิทยานิพนธ์,2557
The Influence of transformational leadership toward user satisfactions of transition system,วิทยานิพนธ์,2557
THE IMPACT OF ELECTRONIC SERVICE QUALITY ON TRUST AND INTENTION TO USE OF TAILER WEBSITE IN THAILAND,งานวิจัย,2557
"CRITICAL SUCCESS FACTORS FOR SUSTAINABLE ORGANIZATION’S ITIL IMPLEMENTATION CASE STUDY : GOSOFT (THAILAND) CO.,LTD",งานวิจัย,2557
"THE INTENTION TO USE PERSONAL FINANCIAL PLANNING APPS: THE EFFECTS OF TECHNOLOGY READINESS, TECHNOLOGY ACCEPTANCE FACTORS, AND SOCIAL INFLUENCE",งานวิจัย,2557
THE INFLUENCE OF VALANCE OF ONLINE COMMENT IMPACT TO THE PERCEIVED TRUSTWORTHINESS OF ONLINE REVIEW AND THE PURCHASE INTENTION : THE CASE STUDY OF BRAND TRUST AND VALANCE OF ONLINE COMMENT MODERATOR,งานวิจัย,2557
THE STUDY OF THE INFLUENTIAL FACTORS OF THE CONSUMERS TOWARDS THE PRODUCTS AND SERVICES ADVERTISED IN LINE OFFICIAL ACCOUNT,งานวิจัย,2557
THE INFLUENCE OF E-WOM AFFECTING THE INTENTION TO WATCH THAI FILMS,งานวิจัย,2557
A STUDY OF BARRIERS TO ACCEPT MOBILE PAYMENT,งานวิจัย,2557
HOW BUSINESS CAN RESPOND AND REACT TO AN UNEXPECTED ONLINE DRAMA: A CASE OF THAI BUSINESSES AND THEIR ONLINE STRATEGIES,งานวิจัย,2557
"FACTORS EFFECTING REAL ESTATE RESIDENTS’ HOME SERVICE A CASE STUDY OF SANSIRI PUBLIC COMPANY, LTD.",งานวิจัย,2557
E-WASTE MANAGEMENT IN BANGKOK: THE GOVERNMENT AND CITIZEN ASPECTS,งานวิจัย,2557
FACTORS AFFECTING THE BEHAVIORAL INTENTION TO USE ECO-FRIENDLY IT CASE STUDY OF RAJABHAT UNIVERSITY MEMBER PERSPECTIVE IN BANGKOK METROPOLITAN AREA,งานวิจัย,2557
SOCIAL MEDIA USE IN THAI SMEs: A FOCUS ON ENHANCING CUSTOMER RELATIONSHIPS,งานวิจัย,2557
THE FACTORS INFLUENCING CONSUMER BEHAVIOR OF LOCATION-BASED DATA LOCATION-BASED SERVICE APPLICATIONS,งานวิจัย,2557
THE CRITICAL SUCCESS FACTORS FOR ERP (ENTERPRISE RESOURCE PLANNING) FREELANCE SERVICES IN THE ORGANIZATION,งานวิจัย,2557
การศึกษาปัจจัยที่มีอิทธิพลต่อความอยู่ดีมีสุข ด้านความสัมพันธ์กับ,งานวิจัย,2557
FACTORS AFFECTING POSITIVE ATTITUDES AND PURCHASE INTENTION TOWARDS TRANSGENDER PRODUCTS VIA FACEBOOK SOCIAL NETWORK WEBSITE : CASE STUDY WWW.FACEBOOK.COM/TOODSDIARY,งานวิจัย,2557
FACTORS AFFECTING DECISION MAKING ON ON-LINE TICKET PURCHASING VIA THE THAIAIRWAYS WEBSITE,งานวิจัย,2557
ARGUMENT QUALITY ON WEBBOARD AND THE CREDIBILITY OF ITS SOURCE EFFECT ON CUSTOMER’ S CHOICES OF PRODUCTS AND SERVICES,งานวิจัย,2557
ปัจจัยที่มีผลต่อการเลือกใช้บัตรเอทีเอ็ม สมาร์ทการ์ด ธนาคารกรุงเทพ,งานวิจัย,2557
CONSUMERS’ AWARENESS ON HEALTH INFORMATION-SEEKING BEHAVIOR IN THAILAND: A HEALTH CONSUMER PERSPECTIVE,งานวิจัย,2557
INFORMATION SECURITY POLICY COMPLIANCE : AN EMPIRICAL STUDY OF INFORMATION SECURITY AWARENESS ON SMARTPHONE DEVICES,งานวิจัย,2557
THE CUSTOMER REPRESENTATIVE’S KEY COMPETENCIES FOR AGILE USER REQUIREMENTS MANAGEMENT RESPONSIBILITY,งานวิจัย,2557
SURVEY OF THE MATURITY LEVELS OF IT GOVERNANCE,งานวิจัย,2557
SUCCESSFUL FACTORS OF USING TAXI BOOKING APPLICATION OF STAKEHOLDERS IN BANGKOK: CASE STUDY GRABTAXI,งานวิจัย,2557
FACTORS AND EFFECTS OF SMARTPHONE ADDICTION TO JOB PERFORMANCE NOMOPHOBIA AND CONFLICT WITH OTHERS,งานวิจัย,2557
FACTORS AND EFFECTS OF SMARTPHONE ADDICTION TO JOB PERFORMANCE NOMOPHOBIA AND CONFLICT WITH OTHERS,งานวิจัย,2557
CELEBRITIES’S ONLINE IN SOCIAL MEDIA INFLUENCE PURCHASE INTENTION ,งานวิจัย,2557
THE WEBSITE ELEMENTS THAT INFLUENCE CUSTOMER FOR SATISFACTION AND LOYALTY ON THE B2C E-COMMERCE WEBSITES IN THAILAND,งานวิจัย,2557
AN ANALYSIS OF FACTOR AFFECTING INDIVIDUAL’S INTENTION TO REPURCHASE FROM ONLINE STORE IN SERVICES PRESPECTIVE,งานวิจัย,2557
FACTORS AFFECTING THE ACCEPTANCE AND INTENTION OF VIRTUAL OFFICE SYSTEMS ADOPTION IN ORGANIZATION,งานวิจัย,2557
FACTORS INFLUENCING THE ADOPTION OF APPLICATION BUSINESS INTELLIGENCE COLLABORATION,งานวิจัย,2557
IMPACT OF PEOPLE’S PRIVACY CONCERNS ON BEHAVIORAL INTENTION IN GOOGLE STREET VIEW,งานวิจัย,2557
A STUDY OF INTENTION TO REPURCHASE ITEMS IN MASSIVE MULTIPLAYER ONLINE ROLE-PLAYING GAME,งานวิจัย,2557
THE INFLUENCE OF THE DIFFERENCES IN INFORMATION TECHNOLOGY OCCUPATIONAL CULTURE BETWEEN TECHNICAL PERSONNEL AND USER INTERACTION PERSONNEL ON SOFTWARE DEVELOPMENT TEAM’S PERFORMANCE,งานวิจัย,2557
TECHNOLOGY ACCEPTANCE TOWARDS E-COURT INITIATIVE FOR JUDGES IN THAI COURT OF JUSTICE,งานวิจัย,2557
ANTECEDENTS AND CONSEQUENCES OF E-COLLABORATION USE IN ACADEMIC INSTITUTIONS ,งานวิจัย,2557
FACTORS AFFECTING THE SECURITY LEVEL OF INFORMATION SYSTEM IN ORGANIZATION,งานวิจัย,2557
ระบบสารสนเทศ เพื่อการบริหารจัดการข้อมูลลายมือชื่อ ,งานพัฒนา/จัดหาระบบสารสนเทศ,2557
SEARCH RESTAURANT SYSTEM ON MOBILE PHONE,งานพัฒนา/จัดหาระบบสารสนเทศ,2557
แผนกลยุทธ์ระบบสารสนเทศ กรณีศึกษา กรมวิทยาศาสตร์บริการ,งานแผนกลยุทธ์ดิจิทัล,2557
"STRATEGIC INFORMATION SYSTEMS PLANNING: A CASE STUDY FROM ZL CO., LTD",งานแผนกลยุทธ์ดิจิทัล,2557
IT MASTER PLAN IN CASE OF METROPOLITAN WATERWORKS AUTHORITY,งานแผนกลยุทธ์ดิจิทัล,2557
INFORMATION STRATEGY PLAN THAI AIRASIA,งานแผนกลยุทธ์ดิจิทัล,2557
STRATEGIC INFORMATION SYSTEMS PLANNING IN CASE STUDY OF TRIAM BUNDIT ENGLISH LANGUAGE AND TUTORING SCHOOL,งานแผนกลยุทธ์ดิจิทัล,2557
"INFORMATION STRATEGY PLAN, BUREAU OF EPIDEMIOLOGY",งานแผนกลยุทธ์ดิจิทัล,2557
IT MASTER PLAN IN CASE OF AERONAUTICAL RADIO OF THAILAND,งานแผนกลยุทธ์ดิจิทัล,2557
IT MASTER PLAN IN CASE OF THE DEVES INSURANCE PUBLIC COMPANY,งานแผนกลยุทธ์ดิจิทัล,2557
FACTORS AFFECTING COMPUTER CRIME PROTECTION BEHAVIOR,วิทยานิพนธ์,2558
INFLUENCES OF eWORD OF MOUTH IN E-COMMERCE ON CONSUMERS’ PURCHASE INTENTIONS,วิทยานิพนธ์,2558
FACTORS AFFECTING IT GOVERNANCE INITIATIVES OF THAI LISTED COMPANIES,วิทยานิพนธ์,2558
THE MODEL OF LOYALTY IN MOBILE SHOPPING APPLICATION: AN INTEGRATION OF EMOTION AND MOBILE SHOPPING APPLICATION DESIGN,วิทยานิพนธ์,2558
USERS’ POST-ADOPTION BEHAVIORS OF CLOUD STORAGE SERVICES,วิทยานิพนธ์,2558
HEALTHCARE INFORMATION SHARING THROUGH SOCIAL NETWORKS,งานวิจัย,2558
PERCEPTION OF BRAND EQUITY USER VIA LINE SPONSORED STICKER,งานวิจัย,2558
FACTORS INFLUENCING INTENTION TO USE PUBLIC UTILITY MOBILE APPLICATION,งานวิจัย,2558
ANTECEDENTS AND CONSEQUENCES OF ATTITUDE TOWARD LOCATION-BASED ADVERTISEMENTS,งานวิจัย,2558
FACTORS DRIVING PERSONAL INFORMATION DISCLOSURE: CASE STUDY OF USERS SIGNING ON USING FACEBOOK LOGIN,งานวิจัย,2558
JOB PERFORMANCE BY USING CIS WEB APPLICATION: A CASE STUDY OF METROPOLITAN WATERWORKS AUTHORITY,งานวิจัย,2558
"IMPACT OF WEBSITE CHARACTERISTIC, ONLINE TRUST, E-LOYALTY, E-SATISFACTION AND BRAND IMAGE TO ONLINE HOTEL BOOKING INTENTIONS",งานวิจัย,2558
THE HABIT FORMATION TO SUPPORT USING THE LINE APPLICATION CONTINUOUSLY,งานวิจัย,2558
STUDY OF FACTORS AFFECTING CONTINUANCE USAGE INTENTION OF M-BANKING: CORPORATE IMAGE AND APPLICATION QUALITY,งานวิจัย,2558
"THE FACTORS INFLUENCING SHARING PERSONAL INFORMATION ONLINE, AMONG OLDER FACEBOOK USERS IN THE BANGKOK METROPOLITAN AREA",งานวิจัย,2558
THE INFLUENCE OF LINE STICKERS ON PURCHASE INTENT IN THAILAND,งานวิจัย,2558
FACTORS AFFECTING ONLINE DATABASE SELECTION BY THAMMASAT UNIVERSITY GRADUATE STUDENTS,งานวิจัย,2558
CREATORS AND INHIBITORS OF USER JOB PERFORMANCE WITH USING ERP SYSTEM (ENTERPRISE RESOURCE PLANNING),งานวิจัย,2558
CASE STUDY: THE AFFECT OF FACEBOOK FANPAGE COMMUNICATION USING BEAUTY BLOGER (NET IDOL) TOWARD ONLINE PURCHASING INTENTION IN COSMETIC PRODUCTS,งานวิจัย,2558
FACTORS INFLUENCING BEHAVIORAL INTENTION TO USE QR CODE APPLICATION FOR SHOPPING IN VIRTUAL STORE,งานวิจัย,2558
CROWDSOURCING FOR EVIDENCE GATHERING –A CASE STUDY FROM RATCHAPRASONG BLAST,งานวิจัย,2558
FACTORS INFLUENCING INFORMATION TECHNOLOGY SYSTEM MIGRATION TO CLOUD INFRASTRUCTURE AS A SERVICE,งานวิจัย,2558
BARRIER TO PHYSICIANS’ ADOPTION OF COMPUTERIZED PHYSICIAN ORDER ENTRY,งานวิจัย,2558
THE STUDY OF AN EMPOWERMENT OF A RIDE SHARING APPLICATION FROM THE PERSPECTIVES OF DRIVERS AND PASSENGERS –A CASE STUDY OF AN UBER APPLICATION,งานวิจัย,2558
BARRIERS AND DRIVERS OF NFC MOBILE PAYMENT ADOPTION,งานวิจัย,2558
THE INFLUENCE OF RELATIONSHIP QUALITY ON SATISFACTION AND REPURCHASE INTENTION TO USE IT OUTSOURCING FROM EXISTING PARTNERS,งานวิจัย,2558
THE EFFECT OF WEBSITE BRANDING ON ONLINE PURCHASE INTENTION IN THE CONTEXT OF INFORMATION OVERLOAD IN THAILAND,งานวิจัย,2558
THE INFLUENCE OF ELECTRONIC WORD OF MOUTH (EWOM) AFFECTING THE INTENTION TO BOOK HOTEL,งานวิจัย,2558
FACTORS AFFECTING EMPLOYEE ADOPTION OF COLLABORATION TECHNOLOGY IN THAI ORGANIZATIONS,งานวิจัย,2558
THE CONTENT ANALYSIS OF ONLINE IDENTIFICATION APPEALING TO THE FOLLOWER SHARING ON FACEBOOK FANPAGE,งานวิจัย,2558
FACTORS INFLUENCING INTENT TO CLICK ON GOOGLE SEARCH ENGINE ADVERTISING,งานวิจัย,2558
RENT CAR MANAGEMENT SYSTEM PAGODA LEASING,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
DEVELOPING A SOFTWARE ASSET MANAGEMENT SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
"DEVELOPING A WEBSITE FOR BUYING, SELLING, AND BARTERING SECOND-HAND CHILDREN’S GOODS",งานพัฒนา/จัดหาระบบสารสนเทศ,2558
DEVELOPING AN ARGRICULTURAL PRODUCT ONLINEMARKETPLACE INTHAILAND USINGGEOLOCATION TECHNOLOGY,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
ENTERPRISE CONTENT MANAGEMENT,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
DEVELOPING A WEB APPLICATION AND PACKAGE INSTALLERTO HELP MANAGE DATA IN REDIS,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
DEVELOPING A WEBSITE WASHINGTON GOLD SELLER,งานพัฒนา/จัดหาระบบสารสนเทศ,2558
AN INFORMATION TECHNOLOGYMASTERPLANFOR THETRUE CORPORATIONPUBLIC COMPANY LIMITEDDIGITAL PLATFORM DEPARTMENT,งานแผนกลยุทธ์ดิจิทัล,2558
"AN IT MASTER PLAN FOR PTT PUBLIC COMPANY LIMITED, THAILAND",งานแผนกลยุทธ์ดิจิทัล,2558
STRATEGIC PLANNING FOR COMPETITIVE ADVANTAGE IN LINGERIE INDUSTRY A CASE STUDY FROM I.C.C. INTERNATIONAL PLC.,งานแผนกลยุทธ์ดิจิทัล,2558
"INFORMATION STRATEGY PLAN, JEWELRY & SERVICE Co.,Ltd.",งานแผนกลยุทธ์ดิจิทัล,2558
FACTORS AFFECTING THE DECISION TO CHOOSE HOW TO IMPLEMENT THE ENTERPRISE RESOURCE PLANNING SYSTEM: THE CASE STUDY OF THAILAND ORGANIZATIONS,วิทยานิพนธ์,2559
USING SOCIAL MEDIA TO MODIFY SMOKING BEHAVIOR: STUDY APPLICATION LINE,วิทยานิพนธ์,2559
FACTORS THAT LEAD CIO TOWARD INDIVIDUAL’S EFFECTIVENESS IN THE GOVERNMENT SECTORS,วิทยานิพนธ์,2559
FACTORS AFFECTING THE VALUE CREATION TO ORGANIZATION IN INFORMATION TECHNOLOGY AUDIT FROM COBIT FRAMEWORK,วิทยานิพนธ์,2559
THE MODEL OF INTENTION TO BUY AND THE ROLE OF HABIT AS MODERATOR IN SOCIAL COMMERCE,วิทยานิพนธ์,2559
FACTORS AFFECTING THE EFFECTIVENESS OF INTERNAL AUDIT: VIEW OF INTERNAL AUDITOR,งานวิจัย,2559
THE INTENTION OF SOFTWARE DEVELOPERS TO BE STARTUP ENTREPRENEURS,งานวิจัย,2559
FACTORS AFFECTING THE EMPLOYEES’ BEHAVIOR TOWARDS INFORMATION SECURITY POLICY COMPLIANCE,งานวิจัย,2559
AN EMPIRICAL STUDY OF FACTORS INFLUENCING ADOPTION OF ELDER CARE APP ON WEARABLE DEVICE,งานวิจัย,2559
FACTORS AFFECTING THE INTENTION TO USE KNOWLEDGE MANAGEMENT SYSTEM IN THE ORGANIZATIONS,งานวิจัย,2559
FACTOR INFLUENCING THE ADOPTION AND USE OF PROMPTPAY SERVICE,งานวิจัย,2559
FACTORS INFLUENCING THE INTENTION TO USE AUTOMATED SOFTWARE TESTING TOOLS,งานวิจัย,2559
FACTORS AFFECTING THE ADOPTION OF ELECTRONIC TOLL COLLECION SYSTEM,งานวิจัย,2559
FACTORS AFFECTING CONSUMER’S BRAND LOYALTY OF ONLINE AUCTION WEBSITE,งานวิจัย,2559
USING ONLINE VIDEO TO CREATE WILLINGNESS TO VISIT MUSEUMS IN BANGKOK,งานวิจัย,2559
CONFIDENCE PROMOTING FOR CONTINUING TO MAKE ELECTRONIC WALLET TRANSACTIONS,งานวิจัย,2559
THE INTENTION TO USE PROMPT PAY SERVICES,งานวิจัย,2559
FACTORS INFLUENCING THE ADOPTION OF FINANCIAL TECHNOLOGY FOR INVESTMENT & WEALTH MANAGEMENT OF RETAIL INVESTMENT,งานวิจัย,2559
FACTORS INFLUENCING THE INTENTION TO CHOOSE HOTELS IN THAILAND VIA ONLINE HOTEL BOOKING SERVICE PROVIDERS,งานวิจัย,2559
THE IMPLEMENTATION OF BRING YOUR OWN DEVICE (BYOD) A CASE STUDY OF MULTINATIONAL COMPANY,งานวิจัย,2559
FACTORS INFLUENCING INTENTION TO USE WEARABLE DEVICE FOR SELF-PROTECTION OF HEALTH RISK,งานวิจัย,2559
FACEBOOK LIVE ACCEPTANCE AS AN ADVERTISEMENT FOR CONSUMER,งานวิจัย,2559
THREAT AVOIDANCE BEHAVIOR OF PRIVACY ON WEARABLE TECHNOLOGY,งานวิจัย,2559
FACTORS AFFECTING THE BEHAVIORAL INTENTION TO USE THE CONCEPT OF DEVOPS SOFTWARE DEVELOPMENT,งานวิจัย,2559
WEB APPLICATION MANAGEMENT FOR SEREEPHAN NAKORNPATHOM,งานพัฒนา/จัดหาระบบสารสนเทศ,2559
DEVELOPING A WEBSITE FOR BUILDERS,งานพัฒนา/จัดหาระบบสารสนเทศ,2559
DEVELOPING DORM MANAGEMENT SYSTEM SOFTWARE,งานพัฒนา/จัดหาระบบสารสนเทศ,2559
DEVELOPING A SOFTWARE READ REVIEW BEFORE BUY SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2559
DEVELOPING A PRODUCTION QUALITY MONITORING SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2559
"STRATEGIC INFORMATION SYSTEM PLAN, FACULTY OF MEDICINE",งานแผนกลยุทธ์ดิจิทัล,2560
"STRATEGIC INFORMATION SYSTEM PLAN I.C. MANUFACTURING CO., LTD.",งานแผนกลยุทธ์ดิจิทัล,2560
"STRATEGIC INFORMATION SYSTEM PLAN, CONSUMER GOODS AND SERVICE GROUPS",งานแผนกลยุทธ์ดิจิทัล,2560
"STRATEGIC INFORMATION SYSTEM PLAN, THAI EDUCATION Co., Ltd.",งานแผนกลยุทธ์ดิจิทัล,2560
A Study on Factors Influencing The Intention to Create New Knowledge into Knowledge Management System of The Organization,วิทยานิพนธ์,2560
Influencing of Facebook Marketing Using Gamification on Customers’ Intention to Purchase,วิทยานิพนธ์,2560
The Model of Intention to Use B2B M-Commerce for Traditional Trade in Thailand,วิทยานิพนธ์,2560
The Acceptance of the Application of Blockchain Technology in the Supply Chain Process of the Thai Automotive Industry,วิทยานิพนธ์,2560
Blockchain Technology Acceptance in Electronic Medical Record System,วิทยานิพนธ์,2560
FACTORS AFFECTING INTENTION TO REUSE THE M-COMMERCE RETAIL MOBILE APPLICATION IN THAILAND,งานวิจัย,2560
HOW TECHNOLOGY COMPETENCY AND KNOWLEDGE AND EXPERTISE ACCUMULATION OF INFORMATION TECHNOLOGY PERSONNEL INFLUENCES INNOVATION TECHNOLOGY,งานวิจัย,2560
COMPARING CUSTOMER LOYALTY TO BANK AND NON-BANK ONLINE BILL PAYMENT SYSTEMS,งานวิจัย,2560
FACTORS INFLUENCING INTENTION TO BOOK ACCOMMODATIONS ON AIRBNB,งานวิจัย,2560
การโฆษณาสินค้าผ่านเครือข่ายสังคมออนไลน์ที่มีผลต่อความตั้งใจซื้อสินค้า กรณีศึกษา ร้าน ฟาร์ม ดีไซน์ ไทยแลนด์,งานวิจัย,2560
FACTORS INFLUENCING PURCHASE INTENTION THROUGH RETARGETING ADVERTISING AND REMARKETING VIA E-MAIL ADVERTISING,งานวิจัย,2560
FACTORS AFFECTING INTENTION TO USE PAYMENT SERVICES: MOBILE BANKING VS MOBILE PAYMENT SYSTEM,งานวิจัย,2560
FACTORS INFLUENCING INTENTION IN PURCHASING CHAPTERS OF ONLINE LITERATURE: A CASE STUDY IN THAILAND,งานวิจัย,2560
FACTORS INFLUENCING THE CONTINUANCE INTENTION TO USE SOCIAL NETWORK SITES: A CASE STUDY OF PANTIP.COM,งานวิจัย,2560
FACTORS INFLUENCING INTENTION TO USE VIRTUAL PERSONAL ASSISTANT: CASE STUDY APPLICATION SIRI AND GOOGLE ASSISTANT,งานวิจัย,2560
FACTORS AFFECTING CONSUMER INTENT TO USE THE INTERNET OF THINGS ON WEARABLE DEVICES IN THAILAND,งานวิจัย,2560
CHARACTERISTICS OF ADVERTISING PHOTOGRAPH ON CUSTOMER’S ATTITUDE TOWARD THE PHOTOGRAPH ON INSTAGRAM CASE STUDY: NON-BRAND NAME FASHION BAG,งานวิจัย,2560
E-SERVICE QUALITY FOR ENHANCING USER SATISFACTION: THE CASE OF MOBILE WALLET APPLICATION,งานวิจัย,2560
FACTORS INFLUENCING THE DECISION TO REPURCHASE ONLINE PERSONAL TRAINER: CASE STUDY FACEBOOK,งานวิจัย,2560
TAX PLANNING AND ADVICE APPLICATION ON MOBILE,งานพัฒนา/จัดหาระบบสารสนเทศ,2560
DEVELOPING A SOFTWARE IT ASSET MANAGEMENT SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2560
SERVER INFORMATION MANAGEMENT SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2560
WARRANTY MANAGEMENT SYSTEM ON MOBILE,งานพัฒนา/จัดหาระบบสารสนเทศ,2560
"STRATEGIC INFORMATION SYSTEM PLAN, A DIGITAL MARKETING COMPANY",งานแผนกลยุทธ์ดิจิทัล,2560
LOYALTY CREATION FOR MOBILE BANKING USERS,วิทยานิพนธ์,2561
AN IN-DEPTH LOOK AT THE SOCIAL ENGINEERING ATTACKS OF GENERATION Y IN BANGKOK AND METROPOLITAN,วิทยานิพนธ์,2561
THE FACTORS WHICH INFLUENCE TOURISTS TO ADOPT THE TOURISM AUTHORITY OF THAILAND WEBSITE,วิทยานิพนธ์,2561
THE FACTORS INFLUENCING THE USE BEHAVIOR OF SELF SERVICE CHECK-IN A CASE STUDY OF SUVARNABHUMI INTERNATIONAL AIRPORT,วิทยานิพนธ์,2561
CONSUMER SATISFACTION AND REPURCHASE INTENTION FROM CROSS-BORDER E-COMMERCE: A TRUST-RISK-BASED STUDY,วิทยานิพนธ์,2561
INTEGRATE DATA FOR OPERRATIONS MANAGEMENT THROUGH KNOWLEDGE MANAGEMENT THAT AFFECTS OPERATIONAL PERFORMANCE CASE STUDY OF SMALL AND MEDIUM ENTERPRISES IN THAILAND,วิทยานิพนธ์,2561
FACTORS INFLUENCING INTENTION TO CONTINUED USE CROWDLEARNING ON SOCIAL MEDIA,งานวิจัย,2561
FACTORS AFFECTING INTENTION TO APPLY BLOCKCHAIN TECHNOLOGY TO MANAGE ASSETS IN THE GOVERNMENT SECTOR IN THAILAND,งานวิจัย,2561
FACTORS INFLUENCING PEOPLE TO BELIEVE OR SHARE FAKE NEWS ON SOCIAL MEDIA,งานวิจัย,2561
FACTORS AFFECTING DECISION TO BLOCK DIGITAL ADVERTISING BY USING AD BLOCKING IN THAILAND: CASE STUDY OF YOUTUBE,งานวิจัย,2561
INTENTION TO USE QR CODE PAYMENT FOR TRAVELING IN THAILAND,งานวิจัย,2561
FACTORS INFLUENCING INTENTION TO ADOPT ESPORTS,งานวิจัย,2561
FACTORS INFLUENCING INTENTION TO PAY USING QR CODE VIA MOBILE BANKING AND MOBILE PAYMENT: THE CASE OF BANGKOK METROPOLITAN AREA,งานวิจัย,2561
INTENTION TO ADOPTION CARDLESS ATM IN THAILAND,งานวิจัย,2561
FACTORS AFFECTING INTENTION TO USE TRANSPORTATION SERVICES APPLICATION: THE CASE OF BANGKOK METROPOLITAN AREA,งานวิจัย,2561
FACTORS AFFECTING INTENTION TO ADOPT SMART HOMES: THE CASE OF BANGKOK METROPOLITAN AREA,งานวิจัย,2561
THE STUDY OF BEHAVIOR AND REASONS TO CONTINUE USING A NON-BANK MOBILE PAYMENT APPLICATION,งานวิจัย,2561
IMPRESSIVE HOME OF MERCY APPLICATION,งานพัฒนา/จัดหาระบบสารสนเทศ,2561
"STRATEGIC INFORMATION SYSTEM PLAN, THAMMASAT UNIVERSITY HOSPITAL",งานแผนกลยุทธ์ดิจิทัล,2561
STUDY OF GAMIFICATION COMPONENTS IN THE WORKPLACE,งานแผนกลยุทธ์ดิจิทัล,2561
การศึกษาสาเหตุและผลกระทบเชิงลึกของการตกเป็นเหยื่อ การกลั่นแกล้งทางไซเบอร์ในที่ทำงาน,วิทยานิพนธ์,2562
อิทธิพลของปัจจัยที่มีผลต่อความปรารถนาและความตั้งใจมีส่วนร่วมในการตลาดแบบบอกต่อผ่านอุปกรณ์เคลื่อนที่ ของเจเนอเรชันวายและเจเนอเรชันแซด,วิทยานิพนธ์,2562
FACTORS AFFECTING CONSUMER TRUST TO USE RESULT FROM RECOMMENDATION SYSTEM,งานวิจัย,2562
ADAPTATION OF ONLINE SELLERS TO E-MARKETPLACE DYNAMICS: CASE STUDIES OF HOTELS IN THAILAND,งานวิจัย,2562
FACTORS INFLUENCING OF CONTINUANCE INTENTION TO USE CLOUD CRM,งานวิจัย,2562
SPILLOVER EFFECTS OF DIGITAL IDENTITY FOR PROFESSIONAL IDENTITY IN DIGITAL ECONOMY ERA THE CASE OF GENERATION Y IN PHYSICIAN AND NURSE IN BANGKOK,งานวิจัย,2562
TYPE OF FACEBOOK ADVERTISING AFFECTING TO PURCHASE INTENTION OF CUSTOMERS IN BANGKOK,งานวิจัย,2562
FACTORS INFLUENCING INTENTION TO PURCHASE SMARTWATCH FOR ELDERLY CARE,งานวิจัย,2562
